V1,V2,V3,V4,V5,target
94.875,223.25,102.25,753.5,13.160072,-1
111.3,199.7,88.9,612.6,23.336882,-1
159.86719,196.375,87.625,469.0,17.333134,-1
162.1,221.0,99.0,612.0,11.757551,-1
143.0,210.8421,99.63158,717.8947,37.098804,-1
132.87378,198.92308,96.15385,549.53845,26.323881,-1
148.65315,192.92857,89.71429,528.8571,17.55298,-1
124.5422,214.18367,101.12245,575.7755,20.198124,-1
121.12914,220.42105,107.789474,767.0,23.223068,-1
121.181816,203.18182,93.63637,592.4545,45.615532,-1
137.71768,201.2973,92.75676,484.97296,20.546762,-1
126.640625,221.75,101.25,591.0833,12.266712,-1
128.51953,192.625,86.3125,589.25,18.738226,-1
116.98356,224.5,102.190475,663.2381,20.160145,-1
135.91441,212.57143,97.71429,677.8571,27.05135,-1
116.9404,201.1579,88.31579,639.0526,13.9051,-1
119.48493,199.65218,85.0,545.26086,47.957844,-1
111.981064,202.17647,92.14706,680.1177,10.810454,-1
118.04354,205.54762,93.166664,625.6667,36.937565,-1
130.6771,174.98795,75.26506,312.73495,12.141781,-1
131.50116,200.88889,83.22222,631.4815,28.361423,-1
117.69459,197.93878,88.02041,604.8571,17.209202,-1
117.405205,183.0,76.82353,399.41177,21.051777,-1
130.28618,193.75862,83.62069,522.5345,28.6482,-1
149.55469,201.0,94.5,629.5,25.78002,-1
133.23352,181.36363,75.818184,390.75,12.34683,-1
110.28819,199.27777,82.22222,622.05554,34.91617,-1
136.44882,204.4375,94.0,665.71875,23.847088,-1
120.5,195.125,84.1875,558.75,39.47146,-1
136.59459,183.19048,78.71429,444.85715,13.192969,-1
133.2382,194.03572,83.21429,554.0714,19.811483,-1
130.24689,183.19643,79.48214,440.26785,13.261102,-1
140.98425,186.5,86.5,476.0,23.005095,-1
125.52137,202.91891,88.21622,575.32434,21.08219,-1
112.02778,211.04347,92.21739,634.43475,23.235296,-1
118.90458,196.54546,81.606064,516.42426,26.560534,-1
119.54295,195.3091,87.36363,519.34546,21.70737,-1
130.51181,205.0,86.0,641.0,10.688048,-1
136.32442,190.50705,80.77465,439.28168,15.012565,-1
127.30754,178.06154,72.96923,352.43076,22.084377,-1
141.55469,195.4375,86.0,492.5625,25.685522,-1
147.54762,187.75,88.25,561.5,8.15092,-1
117.44,194.53703,87.166664,448.96295,9.484537,-1
126.934326,194.95238,90.61905,493.2381,24.070004,-1
99.854164,189.22223,89.0,521.6667,18.296597,-1
120.31176,190.4375,83.0625,431.97916,17.114607,-1
140.25581,181.89473,75.31579,410.21054,16.079464,-1
142.81076,187.36111,80.166664,442.94446,16.44482,-1
148.9125,181.0,78.2,451.4,18.655025,-1
113.1875,184.8,74.6,383.7,24.97679,-1
137.14935,186.41379,80.10345,392.6207,17.107967,-1
108.139244,181.0,86.4,453.8,27.728146,-1
137.11458,187.75,74.916664,493.08334,15.957409,-1
133.4284,190.57143,87.375,586.0536,21.82698,-1
100.322914,185.66667,77.0,527.0,19.995138,-1
146.27206,187.29411,81.35294,547.41174,14.989962,-1
133.47995,196.86208,85.293106,580.0862,15.100151,-1
118.5539,195.52942,85.70588,505.11765,36.01672,-1
147.2183,183.66667,84.666664,420.22223,13.112994,-1
95.53125,197.1,87.7,565.1,18.055746,-1
125.318054,182.86363,76.681816,449.72726,14.317027,-1
113.943726,193.34483,86.48276,596.31036,17.279474,-1
116.47029,194.86487,88.945946,599.43243,24.106352,-1
134.47322,195.78572,85.35714,526.2857,26.266394,-1
139.89557,191.7,78.4,456.3,12.666787,-1
128.82088,177.92592,71.07407,296.05554,12.153285,-1
120.3121,189.2,82.2,418.1,34.49768,-1
119.88531,184.45714,81.51428,468.54285,35.333584,-1
113.04691,253.03636,118.545456,794.92725,27.209806,-1
140.28508,253.71428,117.190475,777.6667,23.21453,-1
117.3193,257.02777,121.77778,756.3611,18.725271,-1
109.48707,246.27586,122.344826,824.1724,21.578936,-1
115.206535,251.72917,120.5,763.1667,15.326935,-1
116.014366,254.0,124.89474,813.4386,10.788176,-1
138.29861,256.4878,123.39024,805.90247,18.944641,-1
141.55469,252.0,115.75,696.25,21.987211,-1
127.26653,245.42857,114.74603,786.9365,19.686789,-1
133.14067,228.27026,103.64865,632.7568,31.100136,-1
118.0975,251.68,120.48,766.2,31.534262,-1
109.46875,216.5,104.0,611.0,18.220104,-1
135.0353,194.72917,82.979164,414.85416,17.7545,-1
124.229164,210.33333,110.666664,457.0,17.211107,-1
135.20895,202.61818,94.70909,388.0182,27.492725,-1
126.71852,215.41176,102.82353,610.05884,38.7958,-1
117.87107,198.7,82.0,433.8,18.352861,-1
148.04688,196.75,94.125,481.0,18.389769,-1
125.83067,216.39215,100.54902,532.13727,22.46162,-1
134.23663,209.29787,93.38298,580.5319,28.835964,-1
111.874344,193.66667,93.5,484.83334,28.306236,-1
112.45,246.2,114.0,699.6,25.895172,-1
149.75,245.0,113.5,685.5,27.5,-1
118.09375,200.0,95.5,518.0,22.0,-1
122.82287,237.85715,111.89286,615.7143,17.33994,-1
140.66667,208.71428,98.14286,484.42856,15.399443,-1
137.19841,215.625,99.125,464.625,24.020498,-1
112.75667,184.0,79.36842,375.42105,26.515661,-1
112.125,209.44,93.4,637.08,31.039433,-1
109.375,202.0,82.0,302.0,16.498106,-1
127.64127,225.3647,100.75294,669.6353,25.894127,-1
137.10022,212.84483,95.87931,600.5862,29.689634,-1
132.8656,196.92233,84.87379,388.74756,14.852751,-1
108.545456,214.36363,91.63637,589.0909,13.667842,-1
97.38298,228.38889,103.611115,674.0,7.397864,-1
122.80666,207.97368,90.0,421.42105,17.36565,-1
142.70238,221.18182,93.0,538.36365,11.577979,-1
133.19371,220.33333,97.0,587.3333,12.311636,-1
106.788284,226.71428,103.14286,674.5,26.877367,-1
110.66456,197.5,86.5,459.0,15.994061,-1
119.36207,223.06897,100.206894,569.5172,25.071646,-1
143.93274,215.89285,93.46429,645.6786,31.59679,-1
156.08333,228.0,103.0,725.0,24.82886,-1
136.09,221.3158,98.47369,507.05264,13.461343,-1
113.40763,223.46341,97.439026,716.1707,24.920147,-1
124.11143,222.47728,96.77273,495.97726,18.408361,-1
108.99286,232.66667,109.22222,763.1111,16.18384,-1
139.43124,216.5,96.5,724.5,11.832582,-1
127.42908,189.61111,81.42593,318.98148,18.324314,-1
109.497025,223.57143,101.95238,645.5714,18.035112,-1
141.20416,220.0,101.6,643.6667,37.418,-1
147.54817,188.78947,82.73684,302.6842,11.627411,-1
116.60305,226.73077,103.32051,677.64105,20.671787,-1
114.67219,194.1579,87.63158,338.42105,15.188565,-1
140.26326,233.69698,105.181816,717.0909,33.26431,-1
99.272156,234.6,96.8,676.0,23.551008,-1
130.2298,192.52,88.2,367.48,13.049077,-1
126.53125,193.05,87.35,422.1,17.321302,-1
129.18675,224.04054,101.824326,591.9595,16.801098,-1
121.020836,230.86667,104.26667,605.7,21.81969,-1
96.57895,249.1579,111.26316,763.8421,20.509304,-1
116.63214,243.25714,111.057144,705.17145,23.630213,-1
116.42969,226.125,106.0,640.725,27.103033,-1
132.11894,201.875,90.825,385.175,23.071573,-1
120.27442,247.10294,117.01471,823.9853,27.25882,-1
119.80193,229.53847,104.38461,655.0769,36.684265,-1
113.083336,215.22223,96.22222,552.2778,25.292852,-1
137.9252,236.6875,106.5,754.75,34.56493,-1
139.82639,238.55556,109.111115,762.3333,45.291103,-1
135.1292,207.50685,95.87671,414.36987,17.499098,-1
147.45403,202.63637,96.40909,549.7727,19.930302,-1
132.53217,219.1628,101.69768,682.51166,24.207727,-1
139.74016,217.625,103.5,640.0,33.56128,-1
124.53821,191.42105,79.36842,299.5263,12.291474,-1
110.6021,207.45833,93.166664,456.125,14.414258,-1
134.49443,203.82353,92.02941,564.6177,19.2283,-1
156.4375,237.85715,112.71429,828.1429,19.557346,-1
97.82051,222.2,97.4,668.8,19.466894,-1
140.5243,224.83333,97.666664,624.1111,28.377907,-1
132.25694,233.0,106.666664,616.3333,17.851236,-1
146.91667,251.33333,113.2,770.93335,31.877266,-1
136.84508,224.11111,106.44444,651.2222,22.015146,-1
141.20895,189.82353,81.64706,279.35294,13.410991,-1
143.43015,222.11765,95.17647,498.7647,14.971022,-1
116.242744,206.1282,93.30769,450.6282,17.331835,-1
158.67873,208.28572,94.5,438.07144,8.362025,-1
127.65625,203.1,88.5,420.5,39.22614,-1
134.90625,221.4,100.0,613.8,14.393054,-1
103.17969,215.25,98.25,566.25,28.312708,-1
119.34234,227.57143,106.71429,717.8571,28.60498,-1
138.81029,222.48718,100.0,581.28204,34.073536,-1
114.990234,213.78125,91.40625,587.6875,31.783447,-1
137.5505,203.51163,86.11628,431.97675,19.066874,-1
134.91965,206.14285,89.09524,480.42856,12.692777,-1
113.67308,205.3077,95.69231,550.0769,22.102772,-1
100.2375,214.6,100.4,603.8,11.625833,-1
116.58937,219.53847,90.46154,559.3461,20.474548,-1
126.828125,232.75,101.25,636.75,19.702475,-1
106.94293,252.47826,114.08696,792.26086,14.37573,-1
125.49063,255.3158,118.70175,814.7193,21.553644,-1
140.53978,243.63637,105.545456,749.8182,37.55987,-1
112.10156,236.5,103.0,742.5,17.059525,-1
143.20625,207.2,87.4,413.4,15.286923,-1
128.5853,201.60417,94.666664,454.64584,20.63758,-1
117.25662,242.86842,112.52631,798.5,11.036737,-1
123.344444,208.23529,92.35294,474.7647,39.021507,-1
155.0625,220.0,98.0,555.0,10.498677,-1
113.59135,216.15384,90.0,474.53845,27.013256,-1
113.81618,218.23529,103.29412,655.05884,16.897411,-1
126.11925,231.53334,110.9,735.06665,15.510713,-1
138.8807,209.56,89.96,526.44,29.728102,-1
137.63739,192.75,85.46429,426.2143,15.259783,-1
115.02404,226.42308,101.38461,709.61536,27.1351,-1
148.9625,220.6,99.8,663.2,18.11077,-1
132.80147,203.0,85.76923,451.73077,10.248178,-1
120.51667,217.53334,104.066666,463.6,12.354756,-1
139.22154,196.58064,83.548386,444.41934,17.285027,-1
115.06404,214.78432,98.92157,662.2353,33.233864,-1
129.2887,217.86667,106.6,585.4,16.913374,-1
121.94141,207.0625,96.8125,637.75,18.75323,-1
114.58499,229.34146,104.04878,683.36584,27.290491,-1
140.61429,210.5,92.59091,564.5,30.27672,-1
138.66455,210.0,99.0,657.0,42.203793,-1
134.66728,225.47058,100.29412,654.4706,29.77216,-1
118.0625,195.4,85.8,489.0,15.551206,-1
160.0625,237.66667,107.0,771.3333,18.660713,-1
88.99107,218.42857,103.28571,617.0,9.007933,-1
132.70535,214.85715,99.35714,581.5,31.911549,-1
131.37617,222.35,102.8,621.75,41.41968,-1
112.57286,217.28,103.08,651.0,29.19052,-1
121.03684,215.95833,101.25,617.625,23.55888,-1
129.47188,206.0,93.55,570.05,24.914051,-1
111.99582,229.4,100.8,632.06665,18.585539,-1
129.13194,231.22223,104.0,552.55554,7.959775,-1
136.32639,218.55556,99.111115,712.7778,16.99092,-1
132.19582,246.875,110.875,804.875,20.572367,-1
135.5193,200.44444,90.80556,515.8889,12.661427,-1
122.91139,203.0,91.0,517.0,26.069906,-1
113.088135,236.0,100.789474,726.4211,17.156603,-1
140.36,219.36363,99.454544,615.9545,33.725067,-1
118.434784,213.3793,99.27586,641.7241,28.063162,-1
132.55373,208.73914,94.30435,583.3913,20.604383,-1
156.5868,250.0,117.5,811.7778,9.249625,-1
126.86787,218.2381,102.0,663.5714,32.20618,-1
99.458336,245.22223,117.77778,788.3333,6.707284,-1
156.29114,215.5,97.9,619.6,12.835887,-1
131.71875,219.5,96.25,653.25,30.855736,-1
138.80682,202.0,86.545456,447.0,27.215887,-1
117.02927,194.46153,82.76923,441.23077,46.74949,-1
105.671875,229.16667,104.833336,791.0,21.29293,-1
133.85143,236.40909,107.681816,796.2273,28.97163,-1
133.44687,210.95,90.3,559.45,31.371124,-1
109.45684,209.1,94.5,562.6667,25.52219,-1
140.90446,195.3,85.7,498.0,12.924686,-1
130.97917,220.91667,99.083336,649.25,16.694977,-1
123.82572,218.2973,99.83784,650.7838,24.95527,-1
138.95625,209.6,96.2,508.4,11.685889,-1
130.69109,237.13559,112.23729,786.4068,23.919992,-1
105.64488,242.81818,112.181816,762.0,35.861996,-1
137.0923,205.8868,90.79245,562.22644,24.130903,-1
111.96457,199.8125,90.875,520.5625,29.570295,-1
138.95428,211.27272,91.36363,549.63635,24.553534,-1
141.5625,214.25,101.1,717.3,36.641884,-1
109.58484,234.77142,110.62857,819.6857,19.55768,-1
113.553764,234.35715,103.58572,723.45715,30.281364,-1
110.563156,235.5,101.333336,774.3333,16.697472,-1
126.2342,239.0,106.70492,778.7541,20.083714,-1
141.55905,201.0,86.0,467.5,27.800348,-1
138.14346,186.8,83.8,351.0,15.887941,-1
141.38039,211.875,96.25,621.9375,15.77961,-1
124.66406,222.91667,102.083336,764.5833,29.607033,-1
143.61423,240.6207,105.655174,742.0345,43.262108,-1
101.7,227.0,105.0,697.0,38.58186,-1
122.04511,217.96,100.2,617.28,19.179739,-1
111.02446,238.91304,108.69565,777.6957,21.193144,-1
144.16145,187.66667,88.833336,422.75,16.690607,-1
147.12622,239.84616,104.88461,804.4231,24.183716,-1
135.3473,193.04762,91.333336,459.0,17.743193,-1
122.050545,246.38272,113.93827,851.4074,23.537638,-1
125.6875,232.63637,104.545456,700.7273,15.131381,-1
142.70833,235.48148,106.25926,702.55554,28.71572,-1
141.53603,217.27272,98.13637,572.1818,7.965836,-1
137.09166,229.66667,106.333336,724.3333,29.475113,-1
114.16535,235.25,105.125,747.375,34.6193,-1
138.45653,218.47826,97.17391,666.26086,27.873669,-1
115.73144,235.33333,107.92157,728.3333,27.26555,-1
123.901566,225.0,100.7,594.65,25.822035,-1
108.96279,231.81482,107.44444,713.44446,21.90383,-1
117.81774,235.35898,111.28205,873.2564,21.863062,-1
121.302086,225.5,102.166664,773.3333,32.30411,-1
124.34588,223.08421,100.01053,665.1053,25.583702,-1
132.02113,221.44444,103.0,764.0,24.117512,-1
122.99244,244.08,111.32,732.4,20.351866,-1
142.22917,238.16667,113.166664,917.5,12.535505,-1
134.29892,214.13043,95.95652,629.56525,31.05815,-1
124.96063,204.0,97.5,498.0,13.056967,-1
89.0875,230.0,99.8,739.2,10.244999,-1
128.02391,243.0,112.25,827.5,14.857132,-1
133.05382,216.28572,102.57143,537.1429,20.779821,-1
127.48319,242.4,110.26667,785.13336,25.690119,-1
152.65277,231.22223,111.0,778.8889,22.19832,-1
123.067635,233.88461,111.34615,789.6539,23.73909,-1
145.61539,243.61539,115.92308,816.46155,29.460434,-1
114.51219,229.27777,107.333336,743.1667,25.430855,-1
153.49219,208.75,91.0,501.75,15.791117,-1
141.91072,232.0,100.42857,679.1429,39.178818,-1
148.89583,229.0,106.0,751.0,30.097988,-1
138.8091,237.14285,108.28571,737.8571,34.88231,-1
143.00961,216.3077,106.92308,537.0769,27.25097,-1
150.53572,223.14285,101.28571,655.4286,27.776808,-1
115.52679,211.0,91.0,465.0,37.7489,-1
119.296875,229.16667,108.083336,660.25,34.223125,-1
137.78906,218.0,93.25,543.75,13.105342,-1
126.989586,214.4,98.566666,563.1,31.16943,-1
144.95535,216.85715,99.57143,622.1429,24.670586,-1
124.33596,235.66667,115.125,642.125,26.936653,-1
113.97115,231.11539,104.76923,670.88464,32.243343,-1
130.59822,217.02856,91.314285,560.65717,24.124168,-1
109.80417,226.33333,102.46667,662.3333,17.114515,-1
145.46875,219.2,105.8,695.8,15.18025,-1
136.23874,224.57143,100.85714,664.1429,22.71204,-1
165.19719,218.11111,98.0,655.8889,22.420229,-1
157.85938,215.5,91.75,571.75,15.204851,-1
116.31087,210.13792,89.793106,574.2414,22.33546,-1
94.125,247.0,123.0,865.0,14.153916,-1
145.17796,218.46666,102.4,571.5333,27.516783,-1
71.71875,209.0,97.0,565.0,7.0,-1
112.69119,225.96153,102.42308,666.6731,34.046543,-1
108.59375,232.9,99.5,671.2,30.450617,-1
131.83862,227.6421,104.505264,655.7474,23.5537,-1
142.34027,212.0,86.666664,552.8889,30.730259,-1
139.85585,217.85715,90.85714,569.8571,31.998165,-1
110.21528,220.16667,105.5,671.6667,18.268234,-1
148.625,221.0,98.14286,663.2857,30.347647,-1
105.87255,220.76923,101.76923,686.53845,27.062933,-1
137.45,228.2,105.9,659.4,20.596115,-1
117.47794,212.41176,104.47059,611.1177,34.97978,-1
131.05382,244.42857,117.85714,767.7857,13.035274,-1
137.28302,239.0,117.0,709.1,37.15764,-1
134.61748,211.57143,94.190475,626.0952,19.419933,-1
119.13089,232.58333,110.333336,675.1667,26.568962,-1
127.56222,229.06306,101.15315,764.1261,28.529655,-1
120.71163,247.39215,111.333336,851.3137,16.899527,-1
129.45866,215.80852,97.46809,589.8298,24.589579,-1
129.42519,184.72116,81.22115,373.30768,19.061516,-1
140.29578,184.03703,75.92593,291.96295,9.052658,-1
142.4954,210.42857,93.28571,543.1429,24.31259,-1
140.40909,225.66667,109.111115,690.1111,29.514381,-1
138.96355,207.29167,90.625,472.25,21.200064,-1
138.90062,208.29268,93.82927,503.36584,23.39847,-1
131.14256,195.1,88.36667,461.4,24.221869,-1
114.90104,212.16667,102.5,560.6667,27.213533,-1
120.801506,216.4,98.36,613.92,31.756575,-1
129.1302,221.94444,99.94444,651.6111,22.772358,-1
113.259865,217.63158,96.92105,562.0263,24.957582,-1
149.82292,223.41667,102.166664,610.4167,21.975365,-1
105.8125,198.0,83.0,413.0,12.218181,-1
126.98158,201.64706,89.382355,487.2353,19.78789,-1
138.3841,206.17857,98.64286,527.8214,18.545414,-1
126.67667,202.73685,89.31579,495.0,22.799013,-1
126.67532,230.72414,104.465515,720.0862,18.333164,-1
142.10733,207.625,91.541664,510.83334,17.50233,-1
120.89839,205.37254,97.666664,533.27454,16.16583,-1
122.988235,206.41861,91.790695,590.7907,25.471455,-1
105.365,211.36,95.8,620.32,20.35658,-1
114.1178,211.75,96.458336,557.5,21.466381,-1
143.64157,206.8,92.17143,528.9429,25.764872,-1
133.82857,202.90909,95.90909,508.54544,15.473251,-1
167.9125,213.0,88.0,639.0,8.109254,-1
129.12259,215.76923,94.84615,657.53845,17.4487,-1
124.10236,208.8125,92.0625,587.1875,17.43201,-1
124.888016,232.23611,107.138885,721.3333,21.60118,-1
135.6875,208.42857,92.85714,584.1429,15.211435,-1
131.11548,202.80357,87.66071,514.2321,25.923037,-1
133.33684,215.91667,97.25,690.8333,18.18806,-1
116.014206,214.09091,93.181816,666.4545,28.68985,-1
181.375,198.66667,88.666664,491.66666,2.624669,-1
135.74265,226.76471,104.70588,754.67645,20.04435,-1
119.916664,230.5,102.0,774.8571,17.648785,-1
151.38281,198.75,83.0,499.5,18.205425,-1
167.0,230.0,109.5,753.5,9.283722,-1
138.9858,220.5,93.13637,627.0909,38.386356,-1
140.12083,200.86667,87.7,539.6667,31.157377,-1
133.15616,211.73134,96.62687,609.8209,23.817602,-1
100.79126,236.0,98.53846,726.8461,21.341406,-1
145.60294,223.82353,98.52941,660.58826,42.48338,-1
117.47396,247.83333,117.333336,844.8333,17.658607,-1
129.81917,229.44827,104.344826,691.89655,21.742249,-1
138.11458,212.0,94.833336,552.8333,37.2293,-1
116.36,218.26315,97.36842,597.6316,28.648989,-1
150.6625,241.2,104.0,752.5,29.227554,-1
140.9762,222.0,90.0,509.0,31.610916,-1
138.38889,214.33333,91.111115,606.3333,38.680393,-1
152.9125,234.6,100.8,821.2,34.40116,-1
117.1875,213.58333,92.583336,519.1667,33.190945,-1
112.813805,251.73334,110.833336,806.0,32.57784,-1
